SimulationTime(sec),Name,UUID,ForceIdentifier,EntitySymbol,PositionLat(deg),PositionLon(deg),PositionAlt(m),Orientation(deg),Speed(km/h),DamageState,Power,PowerDistribution,DetectedEntityID,DetectedEntityDistance(m),Echelon,MOS
1410,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97641,127.17922,127.57907,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1440,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97655,127.17926,129.92694,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1470,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97669,127.17931,132.37555,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1500,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97683,127.17935,134.86386,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1530,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97697,127.17939,137.20154,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1560,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97711,127.17944,140.07523,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1590,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97725,127.17948,144.08372,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1620,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97739,127.17952,147.50021,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1650,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97753,127.17957,152.5051,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1680,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97767,127.17961,158.60239,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1710,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97781,127.17966,161.32224,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1740,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97795,127.1797,161.25525,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1770,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97809,127.17974,161.46597,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1800,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97823,127.17979,162.46637,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1830,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97837,127.17983,161.22067,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1860,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97851,127.17987,153.12091,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1890,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97865,127.17992,143.70093,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1920,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97879,127.17996,134.91473,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1950,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97893,127.18001,128.06439,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
1980,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97907,127.18005,124.97699,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2010,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97921,127.18009,121.56947,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2040,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97935,127.18014,115.61879,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2070,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97949,127.18018,110.39757,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2100,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97963,127.18022,106.43246,347.44,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2130,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97977,127.18027,103.49229,347.43,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2160,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.97991,127.18029,99.48082,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2190,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98006,127.18026,96.93436,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2220,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98021,127.18023,96.32534,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2250,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98036,127.18021,96.35794,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2280,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98051,127.18018,97.53824,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2310,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98066,127.18015,100.53463,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2340,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.9808,127.18012,103.42237,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2370,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98095,127.1801,107.19749,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2400,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.9811,127.18007,110.86063,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2430,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98125,127.18004,113.5427,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2460,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.9814,127.18002,115.67642,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2490,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98154,127.17999,117.82974,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2520,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98169,127.17996,119.77427,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2550,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98184,127.17993,119.5939,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2580,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98199,127.17991,117.82681,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2610,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98214,127.17988,113.76872,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2640,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98228,127.17985,112.19364,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2670,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98243,127.17982,110.81157,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2700,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98258,127.1798,108.69839,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2730,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98273,127.17977,108.29744,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2760,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98288,127.17974,105.22454,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2790,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98303,127.17971,99.14375,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2820,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98317,127.17969,91.65112,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2850,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98332,127.17966,88.0108,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2880,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98347,127.17963,86.71371,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2910,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98362,127.1796,86.13898,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2940,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98377,127.17958,85.69495,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
2970,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98391,127.17955,86.34734,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3000,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98406,127.17952,89.214,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3030,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98421,127.17949,92.99516,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3060,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98436,127.17947,96.78641,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3090,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98451,127.17944,99.60179,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3120,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98466,127.17941,100.41614,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3150,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.9848,127.17938,99.90082,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3180,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98495,127.17936,95.31633,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3210,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.9851,127.17933,88.20151,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3240,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98525,127.1793,82.85519,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3270,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.9854,127.17927,79.75935,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3300,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98554,127.17925,79.06248,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3330,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98569,127.17922,79.1309,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3360,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98584,127.17919,79.37793,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3390,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98599,127.17916,79.2851,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3420,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98614,127.17914,79.69281,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3450,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98628,127.17911,80.76558,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3480,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98643,127.17908,81,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3510,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98658,127.17905,81,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3540,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98673,127.17903,81.10155,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3570,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98688,127.179,81.89292,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3600,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98703,127.17897,82,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3630,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98717,127.17894,82.14731,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3660,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98732,127.17892,82.83244,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3690,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98747,127.17889,83,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3720,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98762,127.17886,83,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3750,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98777,127.17883,83,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
3780,B-1-1-Unit1,5802552b-bb19-411c-860b-a8f82253ea36,1,SFG-UCI----D---,37.98791,127.17881,83,328.22,0.6,NoDamage,100,[72;4;4;4;4;4;4;4],[],[],소대,보병
