SimulationTime(sec),Name,UUID,ForceIdentifier,EntitySymbol,PositionLat(deg),PositionLon(deg),PositionAlt(m),Orientation(deg),Speed(km/h),DamageState,Power,PowerDistribution,DetectedEntityID,DetectedEntityDistance(m),Echelon,MOS
540.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97008,127.18017,148.54115,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
570.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97022,127.18022,153.06717,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
600.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97036,127.18026,156.98370,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
630.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97050,127.18030,160.93974,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
660.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97064,127.18035,164.30533,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
690.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97077,127.18039,168.55490,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
720.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97091,127.18043,172.44615,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
750.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97105,127.18048,173.97293,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
780.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97119,127.18052,175.38263,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
810.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97133,127.18057,177.36497,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
840.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97147,127.18061,177.90729,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
870.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97161,127.18065,171.53949,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
900.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97175,127.18070,164.64946,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
930.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97189,127.18074,158.46307,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
960.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97203,127.18078,151.84232,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
990.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97217,127.18083,144.20982,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1020.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97231,127.18087,138.30612,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1050.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97245,127.18092,132.50699,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1080.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97259,127.18096,128.15715,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1110.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97273,127.18100,125.35553,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1140.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97287,127.18105,123.01199,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1170.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97301,127.18109,121.70472,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1200.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97315,127.18113,121.63390,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1230.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97329,127.18118,121.59872,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1260.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97343,127.18122,121.50294,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1290.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97357,127.18126,118.29953,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1320.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97371,127.18131,114.64751,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1350.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97385,127.18135,113.72325,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1380.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97399,127.18140,113.13327,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1410.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97413,127.18144,114.23381,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1440.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97427,127.18148,114.01891,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1470.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97441,127.18153,114.21994,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1500.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97455,127.18157,114.49982,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1530.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97469,127.18161,115.86792,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1560.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97483,127.18166,118.33637,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1590.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97497,127.18170,120.40297,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1620.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97511,127.18175,122.22635,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1650.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97525,127.18179,125.41622,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1680.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97539,127.18183,129.45035,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1710.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97553,127.18188,133.95233,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1740.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97567,127.18192,137.41640,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1770.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97581,127.18196,139.74570,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1800.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97595,127.18201,136.86862,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1830.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97609,127.18205,132.67632,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1860.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97623,127.18210,128.90845,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1890.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97637,127.18214,127.48975,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1920.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97651,127.18218,125.82223,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1950.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97665,127.18223,124.36784,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
1980.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97679,127.18227,123.48711,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2010.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97693,127.18231,121.40759,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2040.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97707,127.18236,117.12411,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2070.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97721,127.18240,110.91013,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2100.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97735,127.18245,107.69011,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2130.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97749,127.18249,109.04756,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2160.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97763,127.18263,104.84263,17.09,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2190.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97778,127.18275,99.10976,9.47,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2220.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97794,127.18285,100.32459,2.70,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2250.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97811,127.18294,101.67496,356.82,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2280.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97828,127.18301,98.56265,351.80,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2310.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97846,127.18307,91.36748,347.56,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2340.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97863,127.18311,88.51562,344.00,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2370.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97881,127.18314,88.07354,341.04,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2400.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97899,127.18315,88.00000,338.57,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2430.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97917,127.18316,88.00000,336.53,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2460.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97935,127.18316,88.00000,334.84,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2490.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97953,127.18316,86.77148,333.45,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2520.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97971,127.18314,86.45904,332.32,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2550.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.97989,127.18313,86.98715,331.40,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2580.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98007,127.18311,86.67277,330.65,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2610.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98024,127.18308,87.21436,330.06,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2640.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98042,127.18306,87.00611,329.59,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2670.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98060,127.18303,86.95920,329.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2700.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98078,127.18300,86.67898,328.94,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2730.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98096,127.18297,86.44782,328.72,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2760.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98114,127.18294,86.59711,328.56,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2790.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98131,127.18291,86.99512,328.45,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2820.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98149,127.18288,87.00000,328.37,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2850.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98167,127.18284,87.26608,328.31,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2880.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98185,127.18281,87.01878,328.27,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2910.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98203,127.18278,86.24178,328.25,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2940.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98220,127.18274,86.62270,328.24,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
2970.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98238,127.18271,86.47375,328.23,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3000.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98256,127.18268,86.71070,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3030.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98274,127.18265,86.99135,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3060.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98291,127.18261,87.00000,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3090.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98305,127.18259,87.64300,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3120.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98320,127.18256,88.31318,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3150.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98335,127.18253,88.44500,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3180.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98350,127.18251,88.94836,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3210.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98365,127.18248,89.00000,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3240.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98379,127.18245,89.00000,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3270.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98394,127.18242,88.75996,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3300.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98409,127.18240,88.94481,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3330.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98424,127.18237,89.16147,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3360.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98439,127.18234,90.58319,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3390.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98454,127.18231,93.08430,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3420.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98468,127.18229,96.31493,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
3450.000,B-1-1-MachineGunUnit,032ee846-8d25-4627-a6f6-8e93a80a617a,1,SFG-UCI----B---,37.98483,127.18226,99.34372,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],분대,보병
