SimulationTime(sec),Name,UUID,ForceIdentifier,EntitySymbol,PositionLat(deg),PositionLon(deg),PositionAlt(m),Orientation(deg),Speed(km/h),DamageState,Power,PowerDistribution,DetectedEntityID,DetectedEntityDistance(m),Echelon,MOS
630.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.96875,127.17976,142.00508,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
660.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.96889,127.17980,143.25290,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
690.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.96903,127.17985,142.69449,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
720.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.96917,127.17989,140.78186,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
750.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.96931,127.17993,136.37389,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
780.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.96945,127.17998,134.00000,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
810.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.96959,127.18002,134.81873,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
840.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.96973,127.18006,137.21393,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
870.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.96987,127.18011,141.60349,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
900.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97001,127.18015,146.34894,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
930.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97015,127.18020,150.98831,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
960.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97029,127.18024,155.13828,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
990.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97043,127.18028,159.25354,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1020.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97057,127.18033,162.64217,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1050.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97071,127.18037,166.41992,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1080.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97085,127.18041,170.98604,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1110.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97099,127.18046,173.55713,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1140.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97113,127.18050,174.63370,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1170.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97127,127.18054,176.42209,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1200.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97141,127.18059,177.80368,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1230.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97155,127.18063,175.65909,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1260.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97169,127.18068,167.67372,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1290.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97183,127.18072,161.26254,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1320.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97197,127.18076,154.91638,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1350.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97211,127.18081,147.52573,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1380.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97225,127.18085,141.22913,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1410.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97239,127.18089,134.94833,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1440.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97253,127.18094,129.86890,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1470.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97267,127.18098,126.66685,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1500.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97281,127.18103,123.86519,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1530.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97295,127.18107,122.11351,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1560.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97309,127.18111,121.33258,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1590.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97323,127.18116,121.72272,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1620.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97337,127.18120,121.44318,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1650.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97351,127.18124,120.34801,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1680.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97365,127.18129,116.30243,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1710.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97379,127.18133,114.08104,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1740.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97393,127.18138,113.30725,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1770.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97407,127.18142,113.68875,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1800.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97421,127.18146,114.05624,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1830.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97435,127.18151,114.22829,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1860.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97449,127.18155,114.24686,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1890.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97463,127.18159,114.89000,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1920.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97477,127.18164,117.17671,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1950.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97491,127.18168,119.68456,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
1980.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97505,127.18173,121.18335,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2010.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97519,127.18177,123.83875,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2040.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97533,127.18181,127.29624,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2070.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97547,127.18186,131.91235,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2100.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97561,127.18190,135.91776,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2130.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97575,127.18194,138.74663,347.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2160.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97584,127.18213,135.47438,47.16,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2190.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97595,127.18231,126.45592,39.47,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2220.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97608,127.18248,115.96082,31.59,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2250.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97621,127.18263,108.81103,23.80,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2280.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97635,127.18277,105.29300,16.36,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2310.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97651,127.18289,102.43250,9.50,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2340.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97666,127.18300,99.88301,3.32,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2370.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97683,127.18309,97.66130,357.88,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2400.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97700,127.18316,96.15704,353.16,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2430.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97717,127.18322,94.84740,349.09,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2460.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97735,127.18327,93.01533,345.62,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2490.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97753,127.18331,91.05104,342.67,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2520.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97770,127.18333,90.54644,340.16,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2550.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97788,127.18335,90.00000,338.05,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2580.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97806,127.18336,89.58989,336.26,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2610.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97824,127.18336,88.58203,334.76,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2640.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97842,127.18335,88.00000,333.51,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2670.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97860,127.18334,88.00000,332.46,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2700.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97878,127.18332,88.06938,331.60,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2730.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97896,127.18330,88.00000,330.88,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2760.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97914,127.18328,88.00000,330.30,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2790.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97932,127.18326,88.00000,329.82,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2820.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97950,127.18323,87.43983,329.44,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2850.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97967,127.18320,86.47818,329.13,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2880.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.97985,127.18317,86.99628,328.89,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2910.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98003,127.18314,86.28574,328.71,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2940.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98021,127.18311,87.21390,328.56,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
2970.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98039,127.18308,87.06361,328.46,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3000.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98056,127.18305,87.03152,328.38,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3030.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98074,127.18301,86.78433,328.32,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3060.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98092,127.18298,86.53560,328.29,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3090.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98110,127.18295,86.42592,328.26,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3120.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98128,127.18292,87.00000,328.24,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3150.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98145,127.18288,87.00000,328.23,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3180.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98163,127.18285,87.14126,328.23,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3210.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98181,127.18282,87.10703,328.23,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3240.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98199,127.18279,86.05334,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3270.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98216,127.18275,86.63317,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3300.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98231,127.18272,86.56947,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3330.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98246,127.18270,86.57595,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3360.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98261,127.18267,86.92101,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3390.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98276,127.18264,86.99178,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3420.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98291,127.18261,87.00000,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3450.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98305,127.18259,87.64252,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3480.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98320,127.18256,88.31329,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3510.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98335,127.18253,88.44455,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
3540.000,B-1-1-Unit3,fd46298b-a4d0-4123-9c0a-5899cec16e92,1,SFG-UCI----D---,37.98350,127.18251,88.94836,328.22,0.7,NoDamage,100.00,[72;4;4;4;4;4;4;4],[],[],소대,보병
