SimulationTime(sec),UnitName,UUID,SubordinateID,ForceIdentifier,DamageState
1260.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1290.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1320.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1350.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1380.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1410.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1440.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1470.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1500.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1530.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1560.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1590.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1620.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1650.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1680.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1710.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1740.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1770.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1800.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1830.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1860.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1890.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1920.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1950.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
1980.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2010.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2040.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2070.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2100.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2130.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2160.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2190.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2220.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2250.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2280.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2310.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2340.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2370.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2400.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2430.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2460.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2490.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2520.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2550.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2580.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2610.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2640.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2670.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2700.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2730.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2760.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2790.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2820.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2850.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2880.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2910.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2940.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
2970.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3000.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3030.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3060.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3090.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3120.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3150.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3180.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3210.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3240.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3270.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3300.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3330.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3360.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3390.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3420.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3450.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3480.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3510.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3540.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3570.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3600.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3630.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3660.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3690.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3720.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3750.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3780.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3810.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3840.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3870.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3900.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3930.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3960.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
3990.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4020.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4050.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4080.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4110.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4140.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4170.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4200.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4230.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4260.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4290.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4320.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4350.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4380.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4410.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4440.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4470.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4500.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4530.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4560.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4590.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4620.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4650.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4680.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4710.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4740.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4770.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4800.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4830.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4860.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4890.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4920.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4950.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
4980.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5010.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5040.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5070.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5100.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5130.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5160.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5190.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5220.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5250.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5280.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5310.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5340.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5370.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5400.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5430.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5460.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5490.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5520.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5550.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5580.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5610.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5640.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5670.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5700.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5730.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5760.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5790.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5820.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5850.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5880.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5910.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5940.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
5970.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6000.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6030.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6060.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6090.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6120.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6150.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6180.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6210.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6240.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6270.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6300.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6330.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6360.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6390.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6420.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6450.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6480.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6510.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6540.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6570.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6600.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6630.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6660.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6690.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6720.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6750.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6780.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6810.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6840.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6870.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6900.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6930.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6960.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
6990.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7020.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7050.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7080.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7110.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7140.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7170.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7200.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7230.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7260.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7290.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7320.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7350.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7380.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7410.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7440.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
7470.000,B-1-1,f50ebfd9-f5ae-4db8-a33f-1ad813961148,[4;5;6;10],1,NoDamage
